compound_id,smiles,latent
370,Cc1ccccc1OCC(=O)Nc1c[nH]c(=O)[nH]c1=O,
371,COc1cc2nc(CCc3ccccc3)oc(=O)c2cc1OC,
372,O=C(Nc1ccccc1)c1ccccc1NC(=O)C1CC1,
373,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,
374,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2cccs2)NC(=O)N1,
375,COC(=O)C1=C(C)Nc2nnnn2C1c1ccccc1OC,
376,COC(=O)C1=C(C)Nc2nnnn2C1c1cccc(OC)c1OC,
377,COC(=O)c1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3ccccc32)c1,
378,COc1ccc(OC)c(C2NC(=O)NC(C)=C2C(N)=O)c1,
379,O=C(NCc1ccc2c3c(cccc13)C(=O)N2)c1ccccc1F,
380,CCC(=O)NCc1ccc2c3c(cccc13)C(=O)N2,
381,O=C(NCC1OCCc2ccccc21)c1ccc(F)cc1,
382,COc1cccc(OC)c1C(=O)OCC(=O)c1ccccc1,
383,Cc1cc(=O)oc2cc(OC(=O)N(C)C)c(Cl)cc12,
384,COc1cc(C(=O)N2C(C)CCCC2C)cc(OC)c1OC,
385,CCOC(=O)c1c(NC(C)=O)sc2c1CC(C)(CC)OC2,
386,COc1cccc(Nc2ncnc3c2cnn3C)c1,
387,CC1=C(C(=O)OC(C)C)C(c2ccc(OCC(N)=O)cc2)NC(=O)N1,
388,Cc1cccc(C)c1NS(=O)(=O)c1ccc(N)cc1,
389,COC(=O)C1=C(C)NC(=O)NC1c1ccc(OCC(N)=O)cc1,
390,CC(C)(C)NS(=O)(=O)c1ccc(NC(=O)c2cccs2)cc1,
391,Cc1cc(C)c(C#N)c(S(=O)(=O)Cc2ccc(Cl)cc2)n1,
392,O=C(Cc1cccs1)Nc1nnc(C(F)(F)F)s1,
393,CC(C)Cc1nnc(NC(=O)Cc2ccc(F)cc2)s1,
394,Cc1cc(C(=O)Nc2cccc(OC(C)C)c2)c(C)o1,
395,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1cccnc1,
396,CSc1nc2ccccc2c(=O)n1-c1cccnc1,
397,Cc1ccc(-n2ncc3c(NCC4CCCO4)ncnc32)c(C)c1,
398,O=S(=O)(NCc1ccccc1)c1ccccc1F,
399,CC1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,
400,O=S(=O)(c1c(Cl)cccc1Cl)N1CCCCC1,
401,COc1cc2nc(C(C)(C)C)oc(=O)c2cc1OC,
402,Cc1cccc(-n2c(=O)oc3cccc(F)c3c2=O)c1,
403,COC(=O)c1sc(S(=O)(=O)N2CCCC2)c(C(=O)OC)c1C,
404,Cc1ccc(NC(=O)C2COc3ccccc3O2)nc1,
405,Cc1ccc(NS(=O)(=O)c2ccccc2C#N)c(C)c1,
406,Cc1ccc(NS(=O)(=O)c2ccccc2C#N)cc1C,
407,N#Cc1ccccc1S(=O)(=O)N1CCCCC1,
408,Cc1ccc(S(=O)(=O)CC(O)CN2CCCC2=O)cc1,
409,CN(C)c1nc2c(N)ncnc2n1C1OC(CO)C(O)C1O,
410,Oc1ccc(CNc2cccc(F)c2)c2cccnc12,
411,COc1cccc(OC)c1NC(=O)N1CCOCC1,
412,Cc1onc(-c2c(Cl)cccc2Cl)c1CO,
413,Cc1onc(-c2c(Cl)cccc2Cl)c1C#N,
414,COc1ccccc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,
415,Cc1cc(OC(=O)N(C)C)nc(-c2cccs2)n1,
416,Cc1cc(C)c(C#N)c(SCC(=O)c2ccc3c(c2)OCO3)n1,
417,CCOC(=O)Cn1cc(Cl)c(=O)c(Cl)c1,
418,Cc1cc(NC(=O)CSc2nnc(C)s2)no1,
419,COC(=O)c1c(NC(=O)CSc2ncccn2)sc2c1CCC2,
420,COc1ccc2oc(C(=O)c3ccccc3)c(N)c2c1,
421,Cc1cccc(NC(=O)CSc2nc(N)cc(N)n2)c1,
422,CC(C)(C)N1C(=O)NC2C1NC(=O)N2C(C)(C)C,
423,O=C1NCCc2c1[nH]c1c(Cl)ccc(Cl)c21,
424,NC(=O)c1oc2ccccc2c1NC(=O)CSc1ccccn1,
425,O=C(Nc1cnccc1C(F)(F)F)NC1CCCCC1,
426,COc1cc(C(F)(F)F)c(C(=O)NCc2ccc(Cl)cc2)cn1,
427,CCc1cccc(C)c1NC(=O)c1cnccc1C(F)(F)F,
428,O=C(Nc1ccc(C(F)(F)F)cc1)c1cnccc1C(F)(F)F,
429,N#CCc1ccc(OC(=O)c2cnccc2C(F)(F)F)cc1,
430,COC(=O)C(NC(=O)c1c(C)cc(C)cc1C)C(C)C,
431,OCCN(CCO)c1ncnc2sc3c(c12)CCCC3,
432,CC1(C)CC(=O)c2c(nn(-c3ccccc3)c2N)C1,
433,Cc1cc(C)n(C(=O)c2c(F)c(C)cc(F)c2F)n1,
434,Cn1nccc1C(=O)Nc1sc2c(c1C#N)CCC2,
435,CCOC(=O)c1cnn2c1nc(N)c1ccccc12,
436,CCC(=O)Nc1nc2cc3nc(NC(=O)CC)sc3cc2s1,
437,Cc1ccc(NC(=O)C2CCCN2C(=O)OC(C)(C)C)c(C)c1,
438,CC1=C(C(=O)Nc2ccccc2C)C(c2cccnc2)n2nnnc2N1,
439,Nc1cccc(F)c1-c1nc(-c2ccncc2)n[nH]1,
440,COc1cc(-c2nc3ccccc3c(=O)o2)cc(OC)c1OC,
441,CC(=O)C1C(c2ccc(Cl)cc2)NC(=O)NC1(O)C(F)(F)F,
442,Cc1cc(=O)oc2ccc(OC(=O)CC(C)C)cc12,
443,Cc1nn(C(=O)Cc2ccccc2)c(C)c1Br,
444,Cc1sc2ncn3cnnc3c2c1-c1ccc(F)cc1,
445,Cc1cc(OCc2cn3cccnc3n2)ccc1Cl,
446,Cc1cccc(N(CC(=O)NCc2ccccn2)S(C)(=O)=O)c1C,
447,CC(C(=O)N(C)Cc1ccccc1)N(c1ccccc1)S(C)(=O)=O,
448,Cc1cccc(NC(=O)C(C)N(c2ccccc2)S(C)(=O)=O)c1,
449,CCOC(=O)c1sc(Nc2nc(C)cc(OC)n2)nc1C,
450,CC(C(=O)Nc1ccccc1)N(c1ccccc1)S(C)(=O)=O,
451,CCc1cc2c(OC(=O)N(C)C)ncnc2s1,
452,Cc1ccc(C)c(NC(=O)C(C)N(c2ccccc2)S(C)(=O)=O)c1,
453,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC(C)(C)CO,
454,O=C(CC1Sc2ccccc2NC1=O)NC1CCCC1,
455,O=C(CSc1nnc(-c2ccccc2O)o1)c1ccccc1,
456,Nc1cccnc1Sc1nc2cccnc2s1,
457,Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc(Cl)cn1,
458,Cc1nc(N2CCCCC2)c2c3c(sc2n1)CCC3,
459,COC(=O)c1ccccc1NC(=O)c1c(-c2ccccc2)noc1C,
460,Cc1onc(-c2ccccc2)c1C(=O)Nc1ccccc1C(N)=O,
461,O=C1Nc2ccc(F)cc2C1(O)Cc1ccccn1,
462,Cn1ncc(C(=O)Nc2ccc(Cl)cc2)c1C(F)(F)F,
463,Cc1nnc(NC(=O)CSc2ccccc2)s1,
464,CCNS(=O)(=O)c1ccc(NC(=O)c2cccnc2)cc1,
465,CC(C)NS(=O)(=O)c1ccc(NC(=O)C2CC3C=CC2C3)cc1,
466,CCN(CC)c1nc(C)nc2c1cnn2CCc1ccccc1,
467,O=C(Nc1cc(N2CCCCC2)ncn1)c1ccc(F)cc1,
468,COc1ccc(N(C(=O)C(C)C)S(=O)(=O)c2cccs2)cc1,
469,COC(=O)C(C)Oc1ccc2c(C)cc(=O)oc2c1,
470,CC(=O)C(C)Sc1nc2ccccc2c(=O)n1-c1ccccc1,
471,CC1CCCCN1c1nc2nonc2nc1N1CCCCC1C,
472,COC(=O)C1=C(C)NC(=O)NC1C1CC=CCC1,
473,COc1ccccc1N1CCN(C(=O)c2ccc(N)cc2)CC1,
474,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NCc1ccccn1,
475,COC(=O)C1=C(C)NC(=O)NC1c1cccc(OC)c1,
476,O=C1Oc2ccc(Br)cc2CC1C(=O)N1CCCCC1,
477,COc1ccc(CNC(=O)C2CC(=O)N(c3ccc(F)cc3)C2)cc1,
478,CNc1nc2nonc2nc1Nc1ccc(Cl)cc1,
479,CCOC(=O)c1c(NC(=O)c2ccc(C#N)cc2)sc2c1CCC2,
480,N#Cc1c(C(F)(F)F)cc(-c2ccccc2)n(N)c1=O,
481,CCN(CC)C(=O)c1cc2c(n(-c3ccccc3)c1=O)CCCC2=O,
482,CC(O)CNc1ncnc2ccc(Br)cc12,
483,Cn1c(=O)c2c(nc3n2CC(=O)N3c2cccc(Cl)c2)n(C)c1=O,
484,Cc1nn(CC(=O)Nc2ccccc2)c(=O)c2ccccc12,
485,Cc1nn(CC(=O)NCc2ccccc2)c(=O)c2ccccc12,
486,N#Cc1coc2ccc(Br)cc2c1=O,
487,CCOc1nc(N2CCOCC2)nc(N2CCOCC2)n1,
488,C=CCN1C(=O)C(O)(CC(=O)c2cccc(N)c2)c2ccccc21,
489,O=C1c2ccccc2C(O)(Cc2ccccc2)N1Cc1ccco1,
490,COC(=O)Cn1nnnc1-c1ccc(Cl)cc1,
491,CCc1nc2sc(C(N)=O)c(N)c2c2c1CCCC2,
492,CCN1C(=O)C(O)(CC(=O)c2ccccn2)c2ccccc21,
493,CCOC(=O)c1c(C)n(OC)c2ccc3nonc3c12,
494,CCOC(=O)N1CCN(C(=O)COc2ccc(Cl)c(C)c2)CC1,
495,COC(=O)COc1nc2c(c(=O)n(C)c(=O)n2C)n1C,
496,Cc1cccnc1NC(=O)C1CC(=O)N(c2ccc(F)cc2)C1,
497,O=C(c1ccc(Cl)cc1)N1CCN(C(=O)C2CCCCC2)CC1,
498,O=C(C1CCCCC1)N1CCN(C(=O)C2CCCCC2)CC1,
499,COC(=O)c1cc(OCc2c(C)noc2C)cc(C(=O)OC)c1,
