compound_id,smiles,latent,cost,parent1_id,parent2_id
,,"[-5.90570390e-01 -1.12285304e+00 -1.31242692e-01  1.61059976e-01
  3.14245820e-01 -1.57521224e+00  1.68586344e-01  5.33516526e-01
  7.99571991e-01 -5.05634606e-01 -3.73693228e+00  1.84711611e+00
 -1.15522695e+00  1.12309802e+00 -2.92131305e-01  1.71321452e-01
 -5.21821737e-01 -3.71621698e-01  3.96222830e-01  3.45459342e-01
  1.26072693e+00  8.60806286e-01  6.64777160e-01  1.23533726e+00
 -8.26284766e-01  7.79185534e-01 -8.09161127e-01 -6.21563137e-01
  1.35580909e+00 -3.11450511e-01  6.65472031e-01  5.77291608e-01
  7.70205438e-01 -2.67239213e-01 -1.87153608e-01  2.66483724e-02
  2.20262289e+00  1.33286166e+00  3.77812356e-01 -6.16161585e-01
  7.02764273e-01 -1.20918214e-01 -3.80681872e-01 -9.16380286e-01
 -1.44631696e+00  2.65376747e-01  5.65588474e-03 -1.13341737e+00
 -6.85865760e-01  7.76163220e-01  6.13522530e-02 -6.85274959e-01
  4.38389361e-01 -8.33333135e-01 -5.55277705e-01 -9.18506384e-01
 -5.45355618e-01  1.06428838e+00  8.17080081e-01  1.07270586e+00
 -1.22402489e+00 -1.43077898e+00 -6.44877970e-01 -8.75427127e-01
 -3.24020720e+00  3.82632971e-01 -9.57848132e-02  1.27182198e+00
 -2.31054276e-01  3.64291608e-01  3.42607126e-03  1.42011374e-01
 -8.28581154e-01 -4.31205705e-02  6.30897045e-01  5.43526262e-02
  8.02608132e-01 -2.44381964e-01  4.70421433e-01  4.63686526e-01
  2.31923866e+00 -2.56243855e-01  2.42836431e-01  3.31318602e-02
  5.31778336e-01 -1.13258076e+00  4.58447039e-01  9.77100730e-02
  2.70636249e-02 -1.05524194e+00 -1.82607961e+00 -3.73789787e-01
  1.38458818e-01  4.22569960e-02  1.62684545e-01  2.20896214e-01
 -4.73814160e-01  2.56277829e-01 -2.11994553e+00 -9.14934158e-01
 -8.58879983e-01  1.88176915e-01 -1.11072242e-01 -1.03243984e-01
  8.95846039e-02 -1.38139510e+00  5.08966327e-01 -3.47584128e-01
 -7.94448107e-02  2.78955400e-01 -1.24663365e+00  5.61133400e-02
 -1.68187112e-01  7.81385183e-01  2.74214119e-01 -1.05812669e-01
  2.86456853e-01 -4.03073311e-01 -4.34396863e-02  3.15455627e+00
  1.50748706e+00 -1.56231269e-01 -2.48998627e-01 -4.37211931e-01
  2.23968491e-01 -1.25751472e+00 -9.51362699e-02  1.08202733e-01]",,488.0,486.0
,,"[-0.4850592   0.09119722 -1.6648566  -0.61416435 -0.18477403 -1.3466351
  1.6386412   0.6603416  -0.21021709 -0.39232516 -1.0965476  -2.9691143
  0.57470924 -0.82145274 -2.2378762  -0.0358247  -0.27411202 -1.1242325
  0.28456724 -0.87408936 -0.8998003  -0.10652187  0.77882826 -1.4316263
 -0.29397148  2.3804474   0.63300663  0.65752727  0.16350633  1.5203838
  0.5015135  -1.2523823  -0.21871203  0.29615486 -1.0871387  -0.8298576
  0.45210737  0.71199393  0.8985866   2.016487    0.5643664   1.9079177
 -0.8464534   2.1200218  -0.6150917   0.37250987 -0.9992124   1.2630165
 -1.2411407   0.9592974   0.20924073 -0.45122334 -1.3985801   1.1537864
 -0.71230096 -0.31231835  0.09267247 -0.2775842  -0.3717413   0.4302593
  1.5427638  -0.81789625  0.23973441 -0.5048866   1.9649385   0.02960037
  0.04708825  0.17456213 -0.10391739 -0.12060541  0.21708691 -0.08806577
  0.9160433  -0.24023472  0.20743158  0.09027702  0.29097575 -0.0132799
 -0.34256685  0.6058334   1.7570059   0.11384919  0.1620381   0.10419837
  0.22058395  0.3477951   0.4627944   0.15425745  0.05480683  0.8463111
 -2.5767033  -0.3036797  -0.09590524 -0.02557819 -1.1775419  -0.14821629
 -0.24938177 -0.47975463  0.06652659  0.1822322   0.28324354  0.10184696
  0.23671676 -0.12842801 -0.7077154  -0.64169186 -0.8086041   1.7367306
 -0.12205755  0.79319924  0.3550313   0.00361855 -0.77510166  0.15879723
  0.00857578 -0.11017227  0.08521572  0.6697709  -0.39950195  0.11432499
 -0.41875976 -0.17153905  0.15389246  0.21502252 -0.0252331   0.14546952
  0.63267624  0.20387256]",,327.0,106.0
,,"[-8.27444375e-01 -7.09012985e-01 -5.31385899e-01  6.33209646e-01
  2.31779516e-02  1.20971859e-01 -1.26223058e-01  1.95398378e+00
 -5.07452846e-01  6.24100566e-01 -1.75848103e+00  2.26848960e+00
 -5.20940304e-01 -6.52417183e-01 -9.10690904e-01 -5.94685435e-01
 -1.27257860e+00 -9.37895775e-02 -2.33766270e+00 -2.86911440e+00
  1.54465401e+00 -1.96332455e-01  5.00443503e-02 -2.46078801e+00
 -2.45006323e-01  1.48504066e+00  9.60292459e-01 -9.68274713e-01
  1.07248878e+00  6.30333304e-01 -1.59808874e-01  4.84526664e-01
 -2.24690080e-01 -1.44625872e-01  5.15507221e-01  1.02915317e-01
 -1.20437074e+00  2.77475643e+00 -9.95128930e-01  1.37393153e+00
  1.09678185e+00  1.39789134e-01 -8.39387596e-01 -2.08004713e-01
  1.28746259e+00 -9.73640084e-02  9.57885683e-02 -3.34577918e+00
 -1.96552336e-01 -2.84387916e-01  1.79261982e+00  4.16010618e-04
 -4.60228801e-01  7.52452016e-01 -1.43313229e+00  6.52775824e-01
 -4.49243426e-01  9.63808537e-01 -1.85330415e+00 -7.79988766e-02
 -7.28887200e-01  1.75723433e+00  1.37357306e+00  6.77792192e-01
  4.73369747e-01 -1.00981057e-01 -3.83558869e-02  2.04181051e+00
  3.34211886e-01 -1.44155264e+00  2.70965636e-01 -2.38843769e-01
  4.67523068e-01  2.83606529e-01  4.76745635e-01  7.48684645e-01
  5.50501049e-01 -1.75635412e-01 -4.90855396e-01 -9.73951638e-01
  8.28864336e-01  3.27781856e-01 -5.76990247e-02  8.35493356e-02
 -2.20889181e-01  9.67398286e-01  8.14614356e-01  1.06132552e-01
 -2.97546029e-01 -1.69146061e-02 -1.17210746e+00  5.08890569e-01
  1.44174248e-01 -2.02802747e-01  6.98013544e-01  3.96539241e-01
  6.57812595e-01  9.94020164e-01  1.15311480e+00  6.24940753e-01
 -1.76521719e-01 -1.36417985e-01  2.64324248e-03 -6.24359027e-02
 -1.77906916e-01  1.26294827e+00 -1.65468693e-01  1.17006481e-01
 -5.26810765e-01 -1.54238150e-01 -1.04008639e+00 -1.32201940e-01
  2.74958313e-01 -3.96304652e-02 -5.84507883e-02  2.14162052e-01
  1.15035176e-02  1.10698342e-02 -2.82347113e-01  3.43073606e-01
 -9.56802070e-02  1.84070215e-01 -2.67552823e-01  5.78825660e-02
  1.60475597e-02  2.76364475e-01  7.95805514e-01 -1.05090246e-01]",,278.0,480.0
,,"[-0.28694528 -1.3212565   1.0900575   0.17252219  0.19587201 -1.5596452
 -0.76499724  0.9248859   0.638955    0.8241185   0.1008344   0.49103963
 -1.9428214  -1.1923739  -2.6653557  -0.908422   -2.6291957   0.8502778
  0.24763459  0.5589212  -1.1060449   0.8317987  -0.8848561  -0.37785292
 -0.78488666  0.58028454  1.1140999   0.39742804 -1.0186927   0.35418802
 -1.5526686   0.7294718   0.38201892  0.3943602  -0.57733405 -0.94049966
 -0.05207819  1.5984427  -0.541625   -1.0543692  -0.5099558  -2.5774183
 -0.7827173   1.4007466  -0.0284689  -0.8740659  -0.9241141   1.5419352
  0.9997731  -0.23582709  0.6334278  -0.01701358  0.6196009  -1.3969424
 -1.0944903  -0.54723495 -0.00427741  2.3442538  -0.8475079  -0.8148743
  3.5673819  -1.0760698  -0.73561585  0.2741022  -2.6437373  -0.503196
  0.00533374  0.08390172  1.5579767  -0.93302524  0.0535034   0.02315032
  0.37193125 -0.15384915  1.059262    0.00613559 -0.30732226 -0.09652646
  0.33736834 -1.0557731   0.8945986   0.15375265  0.11812442  0.11999769
 -0.6776391   0.25866282 -0.5649043  -0.07840694  0.0275491  -0.43119967
 -0.7797916   0.17769541  0.06085554  0.0369086  -0.638201   -0.13688356
  0.07161     0.05307129  0.5462105  -0.05201201  0.47967735 -0.35333693
 -0.11476046  0.19726318 -0.0608065   0.46064344 -0.4125911   0.57271683
 -0.4130924  -0.1713508  -1.4572508  -0.01765709 -0.17949325 -0.18998145
  0.5857307  -0.98233235 -0.20300019 -0.25073355 -0.40079847 -0.03937957
  0.46858048  0.3953187  -0.29825273 -0.7865379  -0.16380067 -0.07063726
 -0.15839359  0.1012734 ]",,265.0,214.0
,,"[-1.12037325e+00  8.44847381e-01 -8.49664330e-01 -1.30245042e+00
 -8.26261640e-02 -1.43108273e+00 -6.41185641e-01  4.13912773e+00
 -5.06983578e-01  1.55891955e-01  1.14049494e-01 -6.34414375e-01
 -1.35857141e+00 -8.80164266e-01  1.68353051e-01  6.71331108e-01
  2.59280980e-01 -6.20884836e-01 -1.06687284e+00 -2.67400074e+00
  1.19437599e+00 -1.59252095e+00  7.14719474e-01  1.48784637e+00
 -2.61790156e-01 -2.17598534e+00 -1.08657455e+00  3.64012599e-01
  7.26955831e-01  4.92064357e-01  6.59768462e-01  1.20859098e+00
 -2.42658421e-01 -6.95029736e-01 -4.01951849e-01 -2.14949697e-01
  2.62857676e+00  2.71478713e-01  3.18464971e+00  2.29369640e-01
  5.54896891e-02 -7.17636406e-01  8.46051097e-01  1.19320846e+00
 -6.58247828e-01  9.36191678e-02  3.60032678e-01  5.42470813e-01
  1.80604458e-01  2.28324667e-01 -1.82730758e+00 -5.23015499e-01
 -7.44423211e-01  7.16742873e-01 -1.46427751e-01 -1.51342726e+00
 -1.14749789e+00  3.12598181e+00 -1.95332110e-01  4.58092272e-01
  1.52786362e+00 -2.52595425e-01 -8.43300521e-02  3.21070492e-01
  5.98563552e-01 -9.76776481e-02  6.02156147e-02  9.54099894e-02
  8.45763981e-02 -1.42501497e+00  1.67457998e-01 -2.39351355e-02
 -2.88860917e-01 -9.74770635e-02  5.38021743e-01  2.52170175e-01
 -5.73675454e-01  5.95056862e-02 -8.65715206e-01 -8.76475215e-01
  1.48827529e+00 -1.02494925e-01 -8.79192203e-02 -4.51930314e-02
  7.75502682e-01  4.13153797e-01  5.89369774e-01 -3.06000598e-02
 -3.17969143e-01  6.24702334e-01 -2.90985018e-01  7.46234059e-01
  4.98350412e-01  3.38262841e-02  3.45468491e-01 -1.79965138e-01
  6.28732800e-01  7.70815969e-01  6.41902328e-01  2.38974407e-01
 -5.16022801e-01  5.10804355e-04  3.55212763e-02 -1.42937392e-01
 -7.39193112e-02  1.81301087e-02 -5.58828294e-01  6.08354568e-01
 -2.11246297e-01 -4.04262915e-02  1.35422394e-01  5.07166907e-02
  1.52133608e+00  1.27610183e+00  8.56087953e-02  2.37933517e-01
  1.97786599e-01  6.80795610e-01 -4.34118569e-01  8.20967674e-01
 -2.59925663e-01  3.55894864e-03 -2.02983886e-01 -6.17295802e-02
 -7.16178417e-02 -7.26839542e-01 -7.42427886e-01  7.68326223e-04]",,449.0,387.0
,,"[ 1.6210377e-03 -9.8512739e-01  7.0667529e-01  7.5263309e-01
  2.2984432e-01  1.2323165e-01 -4.2022729e-01  1.9336271e-01
  4.6115714e-01 -1.2831421e-01 -7.7392060e-01  5.8925307e-01
 -1.8895156e+00 -9.5404309e-01 -8.3513212e-01 -4.6378016e-02
 -4.2868727e-01  6.3412219e-01 -1.8668215e+00 -1.1214211e+00
 -2.3196387e+00  2.8791478e+00 -1.1230509e+00 -1.0431126e+00
 -9.3935740e-01  4.1161335e-01 -1.3369608e+00  1.8199205e-02
  3.0412742e-01  4.1397393e-02 -7.2061676e-01  1.2075828e+00
 -1.8228742e+00 -1.0429543e-01 -1.1861949e+00  8.1334418e-01
  2.9221570e-01 -2.4467777e-01  9.8078144e-01 -9.3328846e-01
 -9.1260374e-02 -8.4810084e-01  5.9024036e-01  1.3414661e+00
 -1.1253748e+00 -1.3182683e+00  1.8927712e+00  2.5032151e-01
 -8.4397799e-01 -9.7691274e-01  1.8270483e+00  6.8037021e-01
 -1.2580868e+00  1.2162153e+00  1.1133249e+00 -1.0524449e+00
  6.4068770e-01 -1.7576742e-01  1.0716071e+00  6.5579027e-01
  8.4159064e-01  3.7929695e+00 -1.4991140e-01 -6.8031162e-01
  1.5723767e+00 -2.8261080e-02 -4.7795139e-03 -3.1669250e-01
 -1.5645412e-01  1.0631220e-01 -7.5228065e-02  9.5529974e-02
  3.4577858e-01 -1.1446323e-01  1.2506187e-01  4.5247253e-02
 -2.0473871e-01  6.2907822e-02 -2.6068652e-01 -2.9562674e-02
  1.2439799e+00  2.1166323e-01  5.6957547e-03 -9.8478019e-02
  2.9499823e-01 -9.5068514e-03 -4.3486856e-02 -3.7150085e-02
 -2.7387932e-02 -1.1716250e-02  5.3527409e-01  5.7050484e-01
  1.1072775e-02 -3.2315940e-02  2.2232848e-01 -3.0953437e-04
 -9.4225019e-02  2.0959239e-01 -1.1543572e-01 -8.2088225e-03
 -3.7411296e-01 -5.5199798e-02  6.6584341e-02 -1.3570875e-02
 -5.0304569e-02 -6.2431681e-01  5.6592596e-01 -1.0403688e-01
 -3.1700104e-01  4.1069660e-02 -2.6619822e-02 -1.9499648e-02
  4.6258673e-01 -8.3243847e-04  3.0091517e-02  5.2495056e-01
 -7.3820502e-03  1.3735771e+00  1.1527867e+00 -1.0338258e+00
  1.3265913e+00  9.6290540e-03 -5.1160790e-02 -7.0138395e-01
  8.4016547e-03  1.5217260e-01 -6.1443287e-01  1.0914276e-01]",,309.0,483.0
,,"[-1.0617836   0.09494017 -0.9565022  -0.01274718 -0.36840516 -0.27103528
  0.4329543   1.0314453   0.779013   -1.1654016  -2.7555237  -1.9062798
 -1.1679233  -2.1110563   0.2529226  -1.2377473   0.4081927  -0.76289874
  0.20464075 -2.001708   -1.7384714  -0.7342162  -0.9614995  -0.2431913
 -0.20825857  0.10722011  0.6221792   1.2275991  -0.16178542  0.79366434
  0.99595106  2.1121073  -1.3410778  -0.37497917  0.74971515  0.24137336
 -0.01374978 -0.05855193  1.8274747   0.42687094  0.4399326  -0.28691655
  0.16836965 -0.07443595 -1.2098566  -0.9279189  -2.3185043   1.5473161
 -0.319629    0.17247182 -1.3119652  -0.44328904 -0.87504315 -0.426319
  0.42649567 -0.05956712 -0.2627683  -0.51027966  0.72275263  0.7722718
 -0.42609167 -0.5180247   0.5973743  -0.63179797  1.4584826  -0.02642503
 -0.1144091   0.07685944 -0.01398456  0.11953443 -0.03733277 -0.21832336
  0.06965637  0.38398504 -1.2459664  -0.08152218 -0.01331306  0.19031891
  0.32917184 -0.00454795  1.6275787  -0.29747266  0.18188465 -0.02866884
 -0.20029964  0.7760329   0.12047526  0.12574732 -0.18752848  0.26558906
  0.13552222  0.49281666 -0.96588105 -0.14318535  0.0061734   0.2638392
  0.04471696 -0.81019557  1.3140392   0.86359787 -1.695067    0.0460097
 -0.02957556 -0.00532788  0.08724199 -0.84193057  0.371745    0.37465203
 -0.16792351 -0.05364313  0.09233356 -0.07779567  0.9033539  -0.75865316
  0.02713113  1.3444035   0.12641427 -0.16345435 -0.16985345 -0.89049786
 -0.08046737 -0.37585235  0.4072125  -0.89879     0.15812534  0.9705121
 -1.4529282   0.61581916]",,190.0,415.0
,,"[ 0.2936524  -0.98753256 -0.0669443  -0.3523115  -0.4275637   1.4071509
 -0.2760707  -0.8471513  -0.11938843 -1.864229   -0.6695174  -1.1397913
  1.3849596  -1.1008257   0.0275659  -1.2608507  -2.3193593  -0.66525704
 -1.0204827  -0.6117042  -1.5193589  -0.39677888 -0.55610037  0.36596867
 -0.0981034   0.9199075   0.5311285  -0.8520622  -0.13058856 -1.0477432
  1.8588984   2.3255577  -1.1640918  -0.66994035  1.0956099   0.7712567
 -0.5990204   0.3453514   2.784636   -0.9007198   2.9073272  -0.86036754
 -1.9034097  -1.7915981   1.3300096  -2.414078   -1.430712   -2.0577872
 -0.9997158  -1.1910176  -0.14792764 -1.1547635  -0.45421797  1.660104
 -0.12650415  0.7401125  -1.8032709  -0.47326112  0.9723019   0.51454496
  2.2310238   1.1708223   0.9357205   1.1934974  -0.48829025  0.13609254
  0.05104116  0.73113674  0.24182929 -0.42431605  0.09168059  0.15563528
 -0.51678884 -0.07504891 -0.4667958   0.21198556 -0.45370942 -0.03455991
 -0.2561943   0.03813271  1.1251762  -0.20750418 -0.20725498  0.07169352
  0.29464668  0.41465646 -0.5344373   0.27585873 -0.50887036  0.17078148
 -1.6635201  -0.30373502  0.27188963  0.27779573  0.4797979   1.132457
 -0.18982431 -0.7276452  -0.09109679  0.01786637 -1.3933518   0.04919071
  0.01933905 -0.04053885 -0.02899626 -0.49591976 -0.40106487 -0.23942393
  0.12696075  0.05642    -0.03757703  0.04224899  0.99391854 -0.11610681
  0.21833351 -0.7650401  -0.13003376 -0.58337617  0.01567087 -0.41520107
 -1.5558505   0.11614285 -0.18363987  0.5144981   0.02380126 -0.5109034
  0.22379693  0.02540464]",,282.0,487.0
,,"[ 3.2459512e-01 -2.7078283e-01 -1.6661289e-01  1.0292037e+00
  1.9214162e-01  4.1135499e-01 -6.9215924e-02  7.4703562e-01
  2.1908686e-01  1.1724777e+00  5.2774596e-01  5.8677232e-01
 -1.5686806e-01 -1.6660004e+00 -2.1181912e+00 -1.0125077e+00
 -1.9753514e-01  1.5527284e+00  1.4857210e+00  1.2363538e-02
  7.5779045e-01  1.0290821e+00 -8.0048150e-01 -2.4047911e-01
 -1.2299349e+00  1.9540104e+00  1.4873680e+00 -1.0361902e+00
 -1.6500747e+00 -1.3277814e+00  1.5201601e+00 -5.0099844e-01
  1.2722493e+00  7.7037811e-02  3.8677812e-01  1.5153275e+00
 -8.0381173e-01  1.2450283e+00 -1.1947564e+00  3.5981178e-01
 -2.1412531e-01 -1.4484079e+00 -2.7678890e+00 -5.1696950e-01
  1.0931443e+00 -1.6312864e+00 -3.3394461e+00  1.2509593e+00
 -6.1040699e-01 -4.3348300e-01  7.2961020e-01  3.1235383e+00
  3.7489915e-01 -7.7003199e-01  7.9394138e-01  2.5536978e-01
  5.5824846e-02  3.2136769e+00  7.2341937e-01 -3.9752921e-01
  2.8157490e-01  4.4389260e-01 -1.0155692e+00  6.0844469e-01
  1.3689393e+00  5.6033617e-01  2.4909878e-01 -7.3928469e-01
  8.6275566e-01 -8.1686151e-01  5.0104660e-01  2.4366237e-01
  8.4776330e-01 -8.9354509e-01  6.2852103e-01  7.4686146e-01
  1.3837426e+00 -5.0103915e-01 -4.9141163e-01 -1.9335690e+00
  9.6022093e-01  7.7868462e-02 -6.7860329e-01 -3.3957872e-01
 -3.8117325e-01 -1.9982654e-01 -1.0952869e-01 -2.9518798e-01
 -5.7039487e-01 -1.0322161e+00 -5.9740579e-01  1.0203323e+00
  3.8514668e-01 -6.9826961e-01 -3.0229378e-01  4.0427712e-01
  4.6637800e-01  1.9743524e-01  1.9843872e+00 -5.2372682e-01
 -3.6410469e-01  7.6613867e-01  2.9819861e-01 -9.3529451e-01
 -3.4517384e-01  1.7773662e+00 -7.4684620e-04  2.2694247e+00
 -3.6652237e-01  1.2599345e-01 -2.3810468e+00  2.2077441e-02
 -1.6874788e+00 -2.1940140e-01  8.9887552e-02  5.9206581e-01
 -1.8959706e-01  5.3569877e-01 -3.8742936e-01 -9.7349983e-01
 -1.9236474e+00  3.6088222e-01 -2.2805506e-01  6.3057941e-01
 -5.9359945e-02 -1.7700803e-01  1.1262137e-01 -5.0815976e-01]",,274.0,25.0
,,"[ 1.69222140e+00  7.83034146e-01 -6.56164169e-01 -1.32423401e-01
 -1.09439723e-01 -1.09103285e-01 -6.45864159e-02 -1.11880302e-01
  3.00059915e-01  9.07731652e-01 -5.09175897e-01 -8.51216912e-01
  5.61480880e-01  1.10094249e+00  1.31130052e+00  2.89269924e-01
 -7.15642393e-01 -3.18603754e-01  8.23749781e-01  3.97653610e-01
 -1.71476853e+00  2.07648826e+00 -8.29922855e-02 -1.30921245e-01
 -4.73820806e-01 -6.59627020e-01  5.12516201e-02  3.09317201e-01
 -2.60880566e+00 -8.24475288e-01  1.01891732e+00  7.38192558e-01
  1.00012171e+00 -1.47535980e-01 -3.79748344e-02 -1.30972242e+00
 -7.69444704e-01  2.98614860e-01 -4.34937358e-01  5.92066050e-01
 -6.95581317e-01  5.85371375e-01 -1.21475089e+00 -1.57464743e-02
  1.41961086e+00 -3.88532567e+00 -2.60433942e-01  1.15655494e+00
  2.08375216e-01  1.67668867e+00 -9.91318643e-01  4.37198043e-01
 -4.88863915e-01  5.54282188e-01  5.11808872e-01 -3.41749787e-02
 -1.12994111e+00 -2.31519938e-02  8.22612762e-01 -5.42021096e-01
 -5.21433234e-01 -3.85546386e-01  2.98648745e-01  4.65819776e-01
 -4.75219190e-02 -8.21176618e-02  1.57520652e-01  4.28680837e-01
 -6.32139593e-02  2.05166891e-01  1.98642105e-01  1.27062201e-03
  3.71151060e-01  3.57197106e-01  9.53878164e-02  2.40943253e-01
 -5.13459980e-01  1.07828066e-01 -2.28121921e-01  5.68757415e-01
  1.16040683e+00 -6.85342997e-02 -1.55969888e-01 -4.11273390e-02
  2.97191352e-01  7.98179746e-01  1.72205344e-01 -1.63693726e-01
 -5.03000915e-02 -1.07270765e+00 -3.69906873e-01 -2.43821919e-01
 -9.03263092e-02 -3.53810042e-02 -7.78277636e-01  2.91428149e-01
 -2.70568669e-01 -3.50500494e-01 -1.76631793e-01  2.99486578e-01
 -1.79608732e-01 -2.87728608e-02 -9.52686071e-02  5.74614555e-02
 -8.18286613e-02  4.50894237e-01  1.11630289e-02  8.28989863e-01
 -3.68515491e-01  3.95173579e-02 -6.74968123e-01 -1.58961147e-01
 -6.34167254e-01 -7.50110388e-01 -3.68044376e-02 -7.95404375e-01
 -1.24480277e-02  1.99885160e-01 -1.41981578e+00 -1.14667900e-01
 -6.70527935e-01  3.24077010e-01 -1.62522122e-01  7.27958828e-02
 -3.13565359e-02  3.75041276e-01  1.11151052e+00  1.36070833e-01]",,0.0,478.0
,,"[-8.7647951e-01  2.6981732e-01 -1.4022677e+00  3.2741075e+00
 -5.8611751e-01  4.3304858e-01  4.5969887e-03  3.6694515e-01
  5.9752357e-01  1.7353654e-01 -2.1235085e-01  1.5351869e+00
 -1.8080964e+00 -4.1469806e-01 -1.3810053e+00  4.5014477e-01
 -1.2671651e+00 -1.9068112e+00  1.1492956e+00 -2.4667534e-01
  1.0845742e+00 -1.2620605e+00 -5.4791963e-01 -4.9438158e-01
 -7.2445863e-01  2.7034134e-01  5.6974947e-02  1.9434043e+00
 -1.6969270e+00  7.2309685e-01  2.5411799e+00  2.6690493e+00
 -7.6694012e-01  5.7175845e-02  1.0385687e+00  2.4564359e+00
  5.2607465e-01  1.8872061e+00 -1.2058203e+00 -4.6892402e-01
 -2.8827574e+00 -5.8589333e-01 -2.4544752e+00  7.4281132e-01
  2.2194548e+00 -1.1968949e+00 -8.1567901e-01  5.2681410e-01
 -2.6519341e+00 -9.9703503e-01  7.9686439e-01 -7.7221304e-01
 -3.8142848e-01 -5.7507163e-01  1.9154905e-01  4.4218326e-01
  4.6145701e-01 -1.4994917e+00 -1.6750879e+00  1.1016082e-01
  8.1439853e-01 -4.5733684e-01  2.0994895e+00  6.2712952e-02
 -1.2178999e+00 -8.9405701e-02 -1.9792643e-01  3.9382109e-01
 -6.4411652e-01  1.0110989e+00  7.7619247e-02 -2.9095635e-03
  1.3075146e-01  2.4681762e-02  1.6077530e-01 -1.6864528e-01
 -6.8980074e-01  8.2326144e-02  5.4122853e-01  2.6475909e-01
  1.2611394e+00 -2.4155292e-01  8.6931504e-02  1.4443049e-01
 -6.0848886e-01  4.3317035e-01 -7.3071593e-01  2.6443574e-01
  1.5810248e-01 -6.1956644e-02  2.9379407e-01 -2.6608211e-01
 -5.4978138e-01  5.2524291e-02  2.3439881e-01 -1.1754246e-01
 -3.3419293e-01  1.5562445e-01 -7.3420435e-02 -4.6078789e-01
 -3.5101396e-01 -3.9685172e-01 -7.4749634e-02  1.8540844e-01
  9.1199063e-02  9.5267773e-02 -4.6005777e-01 -6.2643695e-01
  3.2999006e-01  6.9822505e-02  5.4308033e-01 -7.6801091e-02
 -1.9803873e-01 -3.7659538e-01  4.8294969e-02 -7.2524959e-01
  1.0089815e-02  1.1264102e-01 -8.8763988e-01 -6.1298001e-01
 -6.4385056e-01 -1.2144762e-01  1.0615003e-01  4.1030648e-01
 -1.0770556e-01  7.7331167e-01 -6.2397055e-02  2.0434454e-01]",,285.0,196.0
,,"[-0.08371144  0.61480534  0.39835    -0.1157783  -0.5343265  -0.30646998
 -0.7179739  -0.5094379  -0.29209504 -0.5617401   0.42402187  0.73188305
  0.48078662  0.15787536 -1.3620493   0.29275733  1.5427847  -0.4193839
  0.00910388 -1.9105742   0.3875546   0.40172708 -0.7038815  -1.1871817
  0.3620142   0.3028273  -0.08695483  1.1243129   0.45272553 -0.58867824
  1.7053481  -0.35759687 -0.31125194  0.01110181 -1.4948521   0.1133974
 -1.0198123   0.47545612 -1.1699488   0.7419738  -1.5724852  -0.5204401
  1.0505035   0.61107516  0.836618    0.19147561 -0.5007664  -0.25510824
 -0.03417858 -0.19768682 -0.24132907 -0.80714726 -0.6282213   0.61486214
 -0.5324123  -0.6523728   0.49444926 -1.7994637   0.5361599   0.5499612
 -0.63773227  0.9020834   1.4230794  -0.5984094  -0.24729872  0.00748995
  0.00289072 -0.3151798   0.29360527 -0.1210022   0.01579298  0.13572901
 -0.8147489   0.22671136  1.4153503  -0.1569771   0.73345256 -0.27554327
  0.4058751  -0.5687059   0.76033676 -0.02522885  0.03062621  0.11496167
  0.28748414 -0.10363609  0.613368   -0.3294268  -0.02222355 -0.31521174
  0.32361704 -0.18068226 -0.2134351   0.04351388  0.5647052   0.30930245
  0.7926763   0.21183331 -0.25968015  0.26219276 -1.4594946   0.11768702
 -0.10450494  0.40475982  0.05787274  1.37641     1.0231375   0.4232467
 -0.42372397 -0.02086908  0.49789467 -0.00360248  1.2117538   0.00465609
  0.25654623 -0.02544075  0.20417848  0.9904951  -0.32038623 -0.56717336
  0.5102314   0.1417843  -0.1867245  -0.08685628 -0.16512302 -0.8535134
 -0.7438384  -0.36439252]",,446.0,475.0
